fpr,tpr
0.0,0.0
0.0,0.000643915003219575
0.0,0.0103026400515132
2.0832899314597614e-05,0.0103026400515132
2.0832899314597614e-05,0.021249195106245976
4.166579862919523e-05,0.021249195106245976
4.166579862919523e-05,0.03992273019961365
6.249869794379283e-05,0.03992273019961365
6.249869794379283e-05,0.04056664520283323
8.333159725839046e-05,0.04056664520283323
8.333159725839046e-05,0.0437862202189311
0.00010416449657298807,0.0437862202189311
0.00010416449657298807,0.04571796522858983
0.00012499739588758566,0.04571796522858983
0.00012499739588758566,0.04829362524146812
0.0001458302952021833,0.04829362524146812
0.0001458302952021833,0.0489375402446877
0.0001666631945167809,0.0489375402446877
0.0001666631945167809,0.05988409529942048
0.0001666631945167809,0.061171925305859624
0.0001666631945167809,0.06632324533161622
0.0001874960938313785,0.06632324533161622
0.0001874960938313785,0.06889890534449453
0.00020832899314597613,0.06889890534449453
0.00020832899314597613,0.0721184803605924
0.00020832899314597613,0.07340631036703155
0.00020832899314597613,0.07662588538312942
0.0002499947917751713,0.07662588538312942
0.0002499947917751713,0.07791371538956858
0.0002916605904043666,0.07791371538956858
0.0002916605904043666,0.07855763039278815
0.0002916605904043666,0.0798454603992273
0.00031249348971896417,0.0798454603992273
0.00031249348971896417,0.0849967804249839
0.0003333263890335618,0.0849967804249839
0.0003333263890335618,0.08821635544108178
0.0003541592883481594,0.08821635544108178
0.0003541592883481594,0.09143593045717965
0.000374992187662757,0.09143593045717965
0.000374992187662757,0.09336767546683837
0.0003958250869773546,0.09336767546683837
0.0003958250869773546,0.09401159047005796
0.0003958250869773546,0.0952994204764971
0.0003958250869773546,0.09916291049581455
0.00041665798629195226,0.09916291049581455
0.00041665798629195226,0.10238248551191242
0.00043749088560654986,0.10238248551191242
0.00043749088560654986,0.11010946555054733
0.00045832378492114746,0.11010946555054733
0.00045832378492114746,0.1184803605924018
0.0004999895835503427,0.1184803605924018
0.0004999895835503427,0.12427559562137798
0.000541655382179538,0.12427559562137798
0.000541655382179538,0.12685125563425628
0.0005624882814941355,0.12685125563425628
0.0005624882814941355,0.128783000643915
0.0006666527780671236,0.128783000643915
0.0006666527780671236,0.13071474565357372
0.0007083185766963188,0.13071474565357372
0.0007083185766963188,0.13264649066323245
0.0007291514760109165,0.13264649066323245
0.0007291514760109165,0.13715389568576947
0.000749984375325514,0.13715389568576947
0.000749984375325514,0.13779781068898905
0.0008124830732693069,0.13779781068898905
0.0008124830732693069,0.1390856406954282
0.0008333159725839045,0.1390856406954282
0.0008333159725839045,0.14037347070186734
0.0008541488718985021,0.14037347070186734
0.0008541488718985021,0.1442369607211848
0.0008749817712130997,0.1442369607211848
0.0008749817712130997,0.14745653573728268
0.0008958146705276974,0.14745653573728268
0.0008958146705276974,0.14810045074050227
0.0009166475698422949,0.14810045074050227
0.0009166475698422949,0.1493882807469414
0.0009374804691568926,0.1493882807469414
0.0009374804691568926,0.15003219575016097
0.0009791462677860878,0.15003219575016097
0.0009791462677860878,0.15067611075338055
0.0009999791671006853,0.15067611075338055
0.0009999791671006853,0.15325177076625884
0.001020812066415283,0.15325177076625884
0.001020812066415283,0.15389568576947843
0.001020812066415283,0.15518351577591757
0.001020812066415283,0.1571152607855763
0.0010416449657298806,0.1571152607855763
0.0010416449657298806,0.1577591757887959
0.001083310764359076,0.1577591757887959
0.001083310764359076,0.16033483580167418
0.0011041436636736734,0.16033483580167418
0.0011041436636736734,0.1622665808113329
0.001124976562988271,0.1622665808113329
0.001124976562988271,0.16677398583386993
0.0011458094623028687,0.16677398583386993
0.0011458094623028687,0.1699935608499678
0.0011666423616174663,0.1699935608499678
0.0011666423616174663,0.17578879587894397
0.0011874752609320638,0.17578879587894397
0.0011874752609320638,0.17643271088216356
0.0012083081602466616,0.17643271088216356
0.0012083081602466616,0.17707662588538314
0.0012291410595612591,0.17707662588538314
0.0012291410595612591,0.17900837089504185
0.0012499739588758567,0.17900837089504185
0.0012499739588758567,0.17965228589826143
0.001291639757505052,0.17965228589826143
0.001291639757505052,0.18094011590470058
0.0013124726568196495,0.18094011590470058
0.0013541384554488448,0.18094011590470058
0.0013541384554488448,0.18222794591113972
0.0013749713547634424,0.18222794591113972
0.0013749713547634424,0.1880231809401159
0.0013958042540780401,0.18866709594333547
0.0014166371533926377,0.18866709594333547
0.0014166371533926377,0.18995492594977462
0.001458302952021833,0.18995492594977462
0.001458302952021833,0.1905988409529942
0.0014791358513364305,0.1905988409529942
0.0014791358513364305,0.19188667095943335
0.001499968750651028,0.19188667095943335
0.001499968750651028,0.1931745009658725
0.0015208016499656258,0.1931745009658725
