protocol,model,train_rows,validation_rows,test_rows,train_positive_rate,validation_positive_rate,test_positive_rate,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
time_based_60_20_20_frozen_snapshot,"HGB Base, time split",99106,33035,33036,0.023510181018303634,0.03296503708188285,0.05321467490010897,0.910867464892204,0.9624349194817775,0.6347055758207399,0.6928327645051194,0.6624966004895295,0.9443908860618793,0.6833984929620259
time_based_60_20_20_frozen_snapshot,"HGB Graph, frozen train snapshot",99106,33035,33036,0.023510181018303634,0.03296503708188285,0.05321467490010897,0.6722281475327799,0.9417907737014166,0.4579296277409485,0.5108077360637088,0.4829255176122614,0.9307335348801649,0.45931932009623105
