n_clusters_ex_noise,noise_rate,silhouette,davies_bouldin,calinski_harabasz,eps
10,0.0093,0.2327042685690787,1.2107135338890809,932.6474159341494,2.0
6,0.0045,0.2694127468740771,0.9661301400885044,1201.5145082459585,2.5
5,0.0028,0.26215966084383285,1.097349073021639,1299.5401491462485,3.0
3,0.0015,0.5297041425557192,0.5775164014603459,1639.7722839460887,3.5
